date,mean_compound_reuters,mean_compound_guardian,mean_compound_cnbc,mean_compound_other,mean TH,Close,Volume,Open,High,Low,Adj Close
2015/01/02,0.0,0.0,0.0,0.11748,3.8,15.425999641418455,55664000.0,15.628999710083008,15.737500190734863,15.347999572753906,15.425999641418455
2015/01/05,0.0,0.0,0.0,0.0,0.0,15.10949993133545,55484000.0,15.350500106811523,15.418999671936035,15.042499542236328,15.10949993133545
2015/01/06,0.0,0.0,0.0,0.5267,4.0,14.76449966430664,70380000.0,15.112000465393066,15.149999618530272,14.619000434875488,14.76449966430664
2015/01/07,0.0,0.0,0.0,0.1779,3.0,14.92099952697754,52806000.0,14.875,15.064000129699709,14.76650047302246,14.92099952697754
2015/01/08,0.0,0.0,0.0,0.0,0.0,15.02299976348877,61768000.0,15.015999794006348,15.156999588012695,14.805500030517578,15.02299976348877
2015/01/09,0.0,0.0,0.0,0.0,6.0,14.846500396728516,51848000.0,15.074000358581545,15.143500328063965,14.833999633789062,14.846500396728516
2015/01/12,0.0,0.0,0.0,-0.34,3.0,14.570500373840332,68428000.0,14.878000259399414,14.92549991607666,14.46399974822998,14.570500373840332
2015/01/13,0.0,0.0,0.0,0.0,0.0,14.737000465393066,82728000.0,14.87399959564209,15.074999809265137,14.661499977111816,14.737000465393066
2015/01/14,0.0,0.0,0.0,0.0,0.0,14.66349983215332,110774000.0,14.596500396728516,14.795499801635742,14.324999809265137,14.66349983215332
2015/01/15,0.0,0.0,0.0,0.0,3.0,14.34749984741211,88384000.0,14.699999809265137,14.800000190734863,14.340999603271484,14.34749984741211
2015/01/16,0.0,0.0,0.0,0.5719,5.0,14.536999702453612,69564000.0,14.314000129699709,14.53950023651123,14.262499809265137,14.536999702453612
2015/01/20,0.0,0.0,0.0,0.0,0.0,14.472000122070312,61502000.0,14.62950038909912,14.66800022125244,14.319499969482422,14.472000122070312
2015/01/21,0.0,0.0,0.0,0.4478999999999999,5.0,14.862500190734863,201302000.0,14.482000350952148,15.300000190734863,14.36299991607666,14.862500190734863
