date,mean_compound_reuters,mean_compound_guardian,mean_compound_cnbc,mean_compound_other,mean TH,Close,Volume,Open,High,Low,Adj Close
2019/07/24,-0.3612,0.25,0.0,0.1779,3.8666666666666667,100.04049682617188,52626000.0,98.46499633789062,100.06500244140624,98.2935028076172,100.04049682617188
2019/07/25,0.4404,-0.0258,0.0,0.1272,4.444444444444444,98.69100189208984,82730000.0,100.0500030517578,100.05999755859376,98.63600158691406,98.69100189208984
2019/07/26,0.0,0.0,0.0,-0.005725,3.375,97.15249633789062,98542000.0,97.0999984741211,97.54499816894533,96.22550201416016,97.15249633789062
2019/07/29,0.1779,0.5423,0.0,0.4404,4.0,95.62249755859376,89864000.0,96.5,96.61150360107422,94.5270004272461,95.62249755859376
2019/07/30,0.0258,0.0,0.0,0.2566181818181818,4.772727272727273,94.92649841308594,58218000.0,94.55599975585938,95.49449920654295,94.17400360107422,94.92649841308594
2019/07/31,0.08895,0.0,0.0,0.1779,3.416666666666667,93.33899688720705,89414000.0,94.90550231933594,94.97750091552734,92.47200012207033,93.33899688720705
2019/08/01,0.29015,0.0,0.0,0.0,3.5,92.76599884033205,94266000.0,93.58599853515624,94.89600372314452,92.20050048828124,92.76599884033205
2019/08/02,0.1779,0.0,0.0,0.24444,3.4,91.16200256347656,99124000.0,92.25350189208984,92.31800079345705,90.4010009765625,91.16200256347656
2019/08/05,0.0,0.0,0.0,0.5343,3.75,88.25650024414062,121164000.0,88.51100158691406,89.43350219726562,87.43900299072266,88.25650024414062
2019/08/06,0.1268999999999999,0.0,0.0,0.2941666666666666,5.833333333333334,89.3915023803711,101406000.0,89.61150360107422,89.6884994506836,87.66999816894531,89.3915023803711
2019/08/07,0.1779,-0.2732,0.0,0.0762428571428571,4.142857142857143,89.66999816894531,90538000.0,88.69950103759766,89.94650268554688,87.8499984741211,89.66999816894531
2019/08/08,0.0,0.0,0.0,0.0,4.0,91.64450073242188,74024000.0,90.3000030517578,91.71299743652344,89.90550231933594,91.64450073242188
2019/08/09,0.0,0.0,0.0,0.38295,4.0,90.37899780273438,57596000.0,91.44750213623048,91.55449676513672,90.11100006103516,90.37899780273438
2019/08/12,-0.3141,0.0,0.0,0.1779,4.75,89.24600219726562,58110000.0,89.79949951171875,90.04900360107422,88.8499984741211,89.24600219726562
2019/08/13,0.1779,0.0,0.0,0.1779,4.291666666666667,91.21700286865234,79880000.0,89.1500015258789,91.58699798583984,89.0,91.21700286865234
2019/08/14,0.6124,0.0,0.0,0.3612,5.0,88.14800262451172,97872000.0,89.65049743652344,89.78250122070312,87.86100006103516,88.14800262451172
2019/08/15,0.0,0.0,0.0,0.5662200000000001,3.8,88.80599975585938,75182000.0,89.09950256347656,89.4000015258789,88.0979995727539,88.80599975585938
2019/08/16,-0.6124,0.1779,0.0,0.1779,3.222222222222222,89.62850189208984,60360000.0,89.64450073242188,90.14550018310548,89.22750091552734,89.62850189208984
2019/08/19,0.0,0.0,0.0,0.0,0.0,90.80599975585938,56326000.0,90.90399932861328,91.3000030517578,90.63050079345705,90.80599975585938
2019/08/20,0.0,-0.1779,0.0,0.14345,5.083333333333334,90.06900024414062,38590000.0,90.7249984741211,90.84100341796876,89.99400329589844,90.06900024414062
2019/08/21,0.0,0.0,0.0,0.1111875,3.75,91.177001953125,40636000.0,90.96949768066406,91.47899627685548,90.75,91.177001953125
2019/08/22,0.4767,0.0,0.0,0.0,3.0,90.23300170898438,53070000.0,91.4000015258789,91.47049713134766,90.00499725341797,90.23300170898438
2019/08/23,0.0109,-0.4215,0.0,0.40848,3.466666666666667,87.48100280761719,105416000.0,89.65149688720703,90.24500274658205,87.2614974975586,87.48100280761719
2019/08/26,0.0,0.5574,0.0,0.0,3.0,88.44349670410156,61600000.0,88.34549713134766,88.5,87.17549896240234,88.44349670410156
2019/08/27,0.0,0.0,0.0,0.5048333333333334,3.0,88.09149932861328,60394000.0,88.7864990234375,88.97000122070312,87.33399963378906,88.09149932861328
2019/08/28,0.1779,0.0,0.0,0.0,4.0,88.2125015258789,48394000.0,87.75,88.39299774169922,87.20249938964844,88.2125015258789
2019/08/29,0.0,0.0,0.0,0.0,0.0,89.31999969482422,60302000.0,89.1500015258789,89.92749786376953,88.86250305175781,89.31999969482422
2019/08/30,0.1779,0.0,0.0,0.1779,3.5,88.81449890136719,61174000.0,89.87449645996094,89.98699951171875,88.22850036621094,88.81449890136719
2019/09/03,0.0,0.0,0.0,0.1779,5.0,89.49199676513672,70860000.0,88.5,90.04000091552734,88.4000015258789,89.49199676513672
2019/09/04,0.1779,0.0,0.0,0.4748,3.5,90.03099822998047,46482000.0,90.25,90.38150024414062,89.8115005493164,90.03099822998047
2019/09/05,0.0,0.0,0.0,0.1779,3.0,92.03600311279295,66216000.0,91.09750366210938,92.0999984741211,90.77899932861328,92.03600311279295
2019/09/06,0.0,0.0,0.5267,0.0,7.0,91.67549896240234,49938000.0,91.91100311279295,92.03250122070312,91.31999969482422,91.67549896240234
2019/09/09,0.0,0.0,0.0,0.0,0.0,91.56749725341795,59990000.0,92.0500030517578,92.5,91.23049926757812,91.56749725341795
2019/09/10,0.0,0.4939,0.0,0.2414333333333333,5.666666666666666,91.02749633789062,52278000.0,91.1374969482422,91.29049682617188,90.26699829101562,91.02749633789062
2019/09/11,0.0,0.0,0.0,0.053875,3.5,91.14949798583984,48656000.0,90.60700225830078,91.6709976196289,90.4540023803711,91.14949798583984
2019/09/12,-0.6369,0.2732,0.0,0.1779,5.0,92.17749786376952,56470000.0,91.88150024414062,92.68299865722656,91.71399688720705,92.17749786376952
2019/09/13,0.2263,0.0,0.0,0.0,5.0,91.96700286865234,39426000.0,92.10050201416016,92.30599975585938,91.7584991455078,91.96700286865234
2019/09/16,0.0,0.0,0.0,0.366,4.0,90.39199829101562,73510000.0,91.20099639892578,91.28450012207033,90.01000213623047,90.39199829101562
2019/09/17,0.1779,0.0,0.0,0.2732,4.5,91.12750244140624,39648000.0,90.35399627685548,91.19950103759766,90.20500183105467,91.12750244140624
2019/09/18,0.0,0.0,0.0,0.4767,3.0,90.8730010986328,50112000.0,90.85199737548828,91.10299682617188,89.7750015258789,90.8730010986328
2019/09/19,0.0,0.0,0.0,0.2096666666666666,4.333333333333333,91.0749969482422,40630000.0,91.0510025024414,91.62850189208984,90.8949966430664,91.0749969482422
2019/09/20,0.0,0.0,0.0,0.0,0.0,89.70800018310547,106838000.0,91.08550262451172,91.53150177001952,89.0459976196289,89.70800018310547
2019/09/23,0.0,0.0,0.0,0.1779,3.0,89.26499938964844,58446000.0,88.8499984741211,89.63500213623047,88.36599731445312,89.26499938964844
2019/09/24,0.0,0.0,0.0,0.3421,3.6666666666666665,87.08049774169922,92320000.0,89.53050231933594,89.7854995727539,86.77749633789062,87.08049774169922
2019/09/25,0.1779,-0.128,0.0,0.7096,3.6666666666666665,88.41649627685547,69864000.0,87.36799621582031,88.6500015258789,86.1500015258789,88.41649627685547
2019/09/26,0.0,0.0,0.0,0.14306,4.6,86.99199676513672,70736000.0,88.1395034790039,88.16850280761719,86.57499694824219,86.99199676513672
