date,mean compound,TH,mean compound twitter,Close,Volume,Open,High,Low,Adj Close
2017/01/03,0.1779,12.75,0.1524560311284046,753.6699829101562,3521100.0,757.9199829101562,758.760009765625,747.7000122070312,753.6699829101562
2017/01/04,0.0523299999999999,14.9,0.1345341055341055,757.1799926757812,2510500.0,758.3900146484375,759.6799926757812,754.2000122070312,757.1799926757812
2017/01/05,0.2527666666666666,15.541666666666666,0.1253024626865671,780.4500122070312,5830100.0,761.5499877929688,782.4000244140625,760.260009765625,780.4500122070312
2017/01/06,0.1030365079365079,9.11111111111111,0.1355867853795689,795.989990234375,5986200.0,782.3599853515625,799.4400024414062,778.47998046875,795.989990234375
2017/01/09,0.39485,10.5,0.1624225392296719,796.9199829101562,3446100.0,798.0,801.77001953125,791.77001953125,796.9199829101562
2017/01/10,0.3601,12.0,0.1659570680628272,795.9000244140625,2558400.0,796.5999755859375,798.0,789.5399780273438,795.9000244140625
2017/01/11,0.15724,6.4,0.1796012931034482,799.02001953125,2992800.0,793.6599731445312,799.5,789.510009765625,799.02001953125
2017/01/12,0.2092979166666666,9.427083333333334,0.171731175059952,813.6400146484375,4873900.0,800.3099975585938,814.1300048828125,799.5,813.6400146484375
2017/01/13,0.185925,9.05,0.1555540925266904,817.1400146484375,3791900.0,814.3200073242188,821.6500244140625,811.4000244140625,817.1400146484375
2017/01/17,0.16205,7.25,0.1645349112426035,809.719970703125,3670500.0,815.7000122070312,816.0,803.4400024414062,809.719970703125
2017/01/18,0.3136,4.0,0.1330185737976782,807.47998046875,2354200.0,809.5,811.72998046875,804.27001953125,807.47998046875
2017/01/19,0.1955533333333333,6.233333333333333,0.149507881773399,809.0399780273438,2540800.0,810.0,813.510009765625,807.3200073242188,809.0399780273438
2017/01/20,0.3368666666666666,4.666666666666666,0.1979842883548983,808.3300170898438,3376200.0,815.280029296875,816.02001953125,806.260009765625,808.3300170898438
2017/01/23,0.12518,8.5,0.1353443671766342,817.8800048828125,2797500.0,806.7999877929688,818.5,805.0800170898438,817.8800048828125
2017/01/24,0.2569499999999999,6.25,0.1610641666666666,822.4400024414062,2971700.0,822.0,823.989990234375,814.5,822.4400024414062
2017/01/25,0.37465,7.35,0.2081201503759398,836.52001953125,3922600.0,825.7899780273438,837.4199829101562,825.2899780273438,836.52001953125
2017/01/26,0.228875,5.25,0.1680098748261474,839.1500244140625,3586300.0,835.530029296875,843.8400268554688,833.0,839.1500244140625
2017/01/27,0.1779,7.833333333333334,0.1541336025848142,835.77001953125,2998700.0,839.0,839.7000122070312,829.4400024414062,835.77001953125
2017/01/30,0.1579666666666666,5.0,0.1502591093117408,830.3800048828125,3747300.0,833.0,833.5,816.3800048828125,830.3800048828125
2017/01/31,0.0183777777777778,8.333333333333334,0.1312002400960384,823.47998046875,3137200.0,823.75,826.989990234375,819.5599975585938,823.47998046875
2017/02/01,0.1797249999999999,8.0,0.139793491864831,832.3499755859375,3850200.0,829.2100219726562,833.780029296875,824.9400024414062,832.3499755859375
2017/02/02,0.0655094444444443,6.7555555555555555,0.1122372274143302,839.9500122070312,7350500.0,836.5900268554688,842.489990234375,828.260009765625,839.9500122070312
2017/02/03,0.1108666666666666,5.4,0.1234305359661495,810.2000122070312,10868800.0,806.719970703125,818.2999877929688,804.0,810.2000122070312
2017/02/06,0.1908249999999999,5.75,0.1695481081081081,807.6400146484375,3897300.0,809.7999877929688,810.719970703125,803.0,807.6400146484375
2017/02/07,0.1624249999999999,6.5,0.1595472759226713,812.5,3466100.0,809.3099975585938,816.1599731445312,807.5,812.5
2017/02/08,0.1529,7.583333333333333,0.1227055107526881,819.7100219726562,2858000.0,812.6900024414062,821.47998046875,812.5,819.7100219726562
2017/02/09,0.1066374999999999,14.5,0.1843193548387096,821.3599853515625,2484900.0,821.5999755859375,825.0,819.7100219726562,821.3599853515625
2017/02/10,0.0739,5.5,0.1195055555555555,827.4600219726562,2429600.0,823.8200073242188,828.0,822.8499755859375,827.4600219726562
2017/02/13,0.1571333333333333,7.166666666666667,0.1547310489510489,836.530029296875,4172600.0,831.6199951171875,843.0,828.5499877929688,836.530029296875
2017/02/14,0.229475,7.5,0.1539454272863568,836.3900146484375,2792400.0,837.0,838.3099975585938,831.4500122070312,836.3900146484375
2017/02/15,0.0619,5.55,0.173451749271137,842.7000122070312,2968900.0,834.0,842.8099975585938,832.8200073242188,842.7000122070312
2017/02/16,0.1779,6.25,0.1805544642857142,844.1400146484375,2714700.0,841.8400268554688,845.0,839.3800048828125,844.1400146484375
2017/02/17,0.430975,16.75,0.1733195435092724,845.0700073242188,3112300.0,842.0,847.27001953125,840.72998046875,845.0700073242188
