date,mean compound,TH,mean compound twitter,Close,Volume,Open,High,Low,Adj Close
2015/01/02,0.0,0.0,0.0,20.1299991607666,2842000.0,20.1299991607666,20.280000686645508,19.809999465942383,19.39515495300293
2015/01/05,0.0,7.0,0.0271142857142857,19.790000915527344,4948800.0,20.1299991607666,20.190000534057617,19.700000762939453,19.06757164001465
2015/01/06,0.0,0.0,0.0,19.190000534057617,4944100.0,19.81999969482422,19.84000015258789,19.170000076293945,18.48947525024414
2015/01/07,0.0,0.0,-0.4939,19.13999938964844,8045200.0,19.329999923706055,19.5,19.079999923706055,18.44129753112793
2015/01/08,0.0,0.0,0.0,19.86000061035156,7094500.0,19.36000061035156,19.979999542236328,19.350000381469727,19.135011672973633
2015/01/09,0.0,0.0,0.0,19.940000534057617,5238500.0,19.93000030517578,20.09000015258789,19.65999984741211,19.212099075317383
2015/01/12,0.0,0.0,0.4047,19.690000534057617,4768300.0,19.989999771118164,20.0,19.510000228881836,18.971221923828125
2015/01/13,0.0,0.0,0.2235,19.65999984741211,5918000.0,19.84000015258789,20.239999771118164,19.520000457763672,18.94231605529785
2015/01/14,0.5719,7.0,-0.0720599999999999,19.739999771118164,3881500.0,19.450000762939453,19.799999237060547,19.399999618530273,19.019392013549805
2015/01/15,0.0,0.0,0.0447,19.600000381469727,4723300.0,19.8799991607666,20.0,19.59000015258789,18.884511947631836
2015/01/16,0.0,0.0,0.5267,19.959999084472656,4537800.0,19.56999969482422,19.979999542236328,19.510000228881836,19.231365203857425
2015/01/20,0.0,0.0,0.2235,20.020000457763672,3507700.0,20.100000381469727,20.209999084472656,19.770000457763672,19.289167404174805
2015/01/21,0.0,0.0,0.055875,20.299999237060547,3619500.0,19.90999984741211,20.350000381469727,19.770000457763672,19.558948516845703
2015/01/22,0.0,0.0,0.2235,20.649999618530273,3992800.0,20.34000015258789,20.709999084472656,20.1299991607666,19.896169662475582
2015/01/23,0.0,0.0,0.05135,20.709999084472656,3010400.0,20.670000076293945,20.75,20.5,19.9539852142334
2015/01/26,0.0,0.0,0.01965,20.6200008392334,3331000.0,20.6200008392334,20.719999313354492,20.489999771118164,19.867271423339844
